threshold,event_recall,false_alarm_rate_per_day,far_feasible
0.01,0.3181818181818182,0.6545954618381847,False
0.02,0.3409090909090909,0.543204217281687,False
0.03,0.4090909090909091,0.4909465963786386,False
0.04,0.38636363636363635,0.45519138207655285,False
0.05,0.4090909090909091,0.424936969974788,False
0.06,0.4090909090909091,0.3630529452211781,False
0.07,0.4772727272727273,0.3424249369699748,False
0.08,0.5,0.31217052486820995,False
0.09,0.5681818181818182,0.2819161127664451,False
0.1,0.5454545454545454,0.2654137061654825,False
0.11,0.5454545454545454,0.24478569791427918,False
0.12,0.5681818181818182,0.2337840935136374,False
0.13,0.5909090909090909,0.21453128581251435,False
0.14,0.5909090909090909,0.1994040797616319,True
0.15,0.6363636363636364,0.18702727481090994,True
0.16,0.6136363636363636,0.18015127206050882,True
0.17,0.6136363636363636,0.17465046986018795,True
0.18,0.6590909090909091,0.16364886545954618,True
0.19,0.6590909090909091,0.16227366490946596,True
0.2,0.6590909090909091,0.16089846435938576,True
0.21,0.6818181818181818,0.15952326380930554,True
0.22,0.6590909090909091,0.1430208572083429,True
0.23,0.6590909090909091,0.13201925280770113,True
0.24,0.6590909090909091,0.12514325005730004,True
0.25,0.6818181818181818,0.12101764840705936,True
0.26,0.6818181818181818,0.11826724730689893,True
0.27,0.6590909090909091,0.1155168462067385,True
0.28,0.6590909090909091,0.10864084345633739,True
0.29,0.6590909090909091,0.10726564290625717,True
0.3,0.6818181818181818,0.10038964015585607,True
0.31,0.6590909090909091,0.0962640385056154,True
0.32,0.6590909090909091,0.08938803575521431,True
0.33,0.6818181818181818,0.0825120330048132,True
0.34,0.6590909090909091,0.07563603025441211,True
0.35,0.6363636363636364,0.07563603025441211,True
0.36,0.6363636363636364,0.07563603025441211,True
0.37,0.5909090909090909,0.07701123080449232,True
0.38,0.5681818181818182,0.07013522805409123,True
0.39,0.6136363636363636,0.06738482695393079,True
0.4,0.6136363636363636,0.06600962640385057,True
0.41,0.6136363636363636,0.061884024753609906,True
0.42,0.5681818181818182,0.06050882420352968,True
0.43,0.5454545454545454,0.05775842310336925,True
0.44,0.5227272727272727,0.05363282145312859,True
0.45,0.5454545454545454,0.04950721980288792,True
0.46,0.5227272727272727,0.04950721980288792,True
0.47,0.5227272727272727,0.04950721980288792,True
0.48,0.5227272727272727,0.046756818702727486,True
0.49,0.5227272727272727,0.044006417602567044,True
0.5,0.5227272727272727,0.0412560165024066,True
0.51,0.5227272727272727,0.03713041485216594,True
0.52,0.5,0.03713041485216594,True
0.53,0.5,0.028879211551684623,True
0.54,0.5,0.02612881045152418,True
0.55,0.5,0.02475360990144396,True
0.56,0.4772727272727273,0.022003208801283522,True
0.57,0.4772727272727273,0.0206280082512033,True
0.58,0.4772727272727273,0.01925280770112308,True
0.59,0.4772727272727273,0.01925280770112308,True
0.6,0.45454545454545453,0.017877607151042862,True
0.61,0.45454545454545453,0.017877607151042862,True
0.62,0.45454545454545453,0.017877607151042862,True
0.63,0.45454545454545453,0.017877607151042862,True
0.64,0.45454545454545453,0.01650240660096264,True
0.65,0.45454545454545453,0.01237680495072198,True
0.66,0.4318181818181818,0.013752005500802201,True
0.67,0.38636363636363635,0.013752005500802201,True
0.68,0.38636363636363635,0.013752005500802201,True
0.69,0.36363636363636365,0.01237680495072198,True
0.7,0.36363636363636365,0.011001604400641761,True
0.71,0.3409090909090909,0.00962640385056154,True
0.72,0.3181818181818182,0.00825120330048132,True
0.73,0.3181818181818182,0.006876002750401101,True
0.74,0.3181818181818182,0.006876002750401101,True
0.75,0.29545454545454547,0.006876002750401101,True
0.76,0.29545454545454547,0.006876002750401101,True
0.77,0.2727272727272727,0.006876002750401101,True
0.78,0.2727272727272727,0.006876002750401101,True
0.79,0.25,0.0055008022003208805,True
0.8,0.22727272727272727,0.00412560165024066,True
0.81,0.20454545454545456,0.00412560165024066,True
0.82,0.20454545454545456,0.00412560165024066,True
0.83,0.20454545454545456,0.00412560165024066,True
0.84,0.1590909090909091,0.0027504011001604402,True
0.85,0.13636363636363635,0.0027504011001604402,True
0.86,0.13636363636363635,0.0013752005500802201,True
0.87,0.13636363636363635,0.0013752005500802201,True
0.88,0.13636363636363635,0.0013752005500802201,True
0.89,0.11363636363636363,0.0013752005500802201,True
0.9,0.11363636363636363,0.0,True
0.91,0.11363636363636363,0.0,True
0.92,0.11363636363636363,0.0,True
0.93,0.11363636363636363,0.0,True
0.94,0.11363636363636363,0.0,True
0.95,0.11363636363636363,0.0,True
0.96,0.11363636363636363,0.0,True
0.97,0.11363636363636363,0.0,True
0.98,0.06818181818181818,0.0,True
0.99,0.0,0.0,True
