threshold,event_recall,false_alarm_rate_per_day,far_feasible
0.01,0.3181818181818182,1.0547788219115288,False
0.02,0.3409090909090909,0.8691267476506991,False
0.03,0.3409090909090909,0.7206050882420353,False
0.04,0.36363636363636365,0.618840247536099,False
0.05,0.36363636363636365,0.5404538161815265,False
0.06,0.36363636363636365,0.4771945908778364,False
0.07,0.36363636363636365,0.4180609672243869,False
0.08,0.4318181818181818,0.37267934907173966,False
0.09,0.5,0.3410497364198946,False
0.1,0.5227272727272727,0.3217969287187715,False
0.11,0.5454545454545454,0.3011689204675682,False
0.12,0.5681818181818182,0.2791657116662847,False
0.13,0.6136363636363636,0.2502865001146001,False
0.14,0.6363636363636364,0.23515929406371763,False
0.15,0.6590909090909091,0.22965849186339676,False
0.16,0.6363636363636364,0.21040568416227368,False
0.17,0.6363636363636364,0.19390327756131104,True
0.18,0.6363636363636364,0.18015127206050882,True
0.19,0.6590909090909091,0.16364886545954618,True
0.2,0.6818181818181818,0.14852165940866377,True
0.21,0.6818181818181818,0.14577125830850332,True
0.22,0.7045454545454546,0.13614485445794178,True
0.23,0.6818181818181818,0.12514325005730004,True
0.24,0.6818181818181818,0.11826724730689893,True
0.25,0.7045454545454546,0.09901443960577584,True
0.26,0.7045454545454546,0.09213843685537475,True
0.27,0.7045454545454546,0.08663763465505386,True
0.28,0.7045454545454546,0.0825120330048132,True
0.29,0.7045454545454546,0.07288562915425166,True
0.3,0.6818181818181818,0.07013522805409123,True
0.31,0.6818181818181818,0.07151042860417145,True
0.32,0.6590909090909091,0.07151042860417145,True
0.33,0.5909090909090909,0.06600962640385057,True
0.34,0.5681818181818182,0.059133623653449464,True
0.35,0.5909090909090909,0.05225762090304836,True
0.36,0.5909090909090909,0.04950721980288792,True
0.37,0.5909090909090909,0.044006417602567044,True
0.38,0.5909090909090909,0.035755214302085725,True
0.39,0.5454545454545454,0.035755214302085725,True
0.4,0.5681818181818182,0.0343800137520055,True
0.41,0.5909090909090909,0.031629612651845065,True
0.42,0.5681818181818182,0.031629612651845065,True
0.43,0.5681818181818182,0.03025441210176484,True
0.44,0.5909090909090909,0.02612881045152418,True
0.45,0.6136363636363636,0.022003208801283522,True
0.46,0.5909090909090909,0.022003208801283522,True
0.47,0.5909090909090909,0.01925280770112308,True
0.48,0.5681818181818182,0.01512720605088242,True
0.49,0.5454545454545454,0.013752005500802201,True
0.5,0.5227272727272727,0.011001604400641761,True
0.51,0.5,0.01237680495072198,True
0.52,0.45454545454545453,0.011001604400641761,True
0.53,0.45454545454545453,0.00962640385056154,True
0.54,0.4772727272727273,0.00825120330048132,True
0.55,0.4772727272727273,0.006876002750401101,True
0.56,0.45454545454545453,0.006876002750401101,True
0.57,0.4318181818181818,0.006876002750401101,True
0.58,0.4318181818181818,0.0055008022003208805,True
0.59,0.4318181818181818,0.0055008022003208805,True
0.6,0.4090909090909091,0.00412560165024066,True
0.61,0.36363636363636365,0.0013752005500802201,True
0.62,0.36363636363636365,0.0013752005500802201,True
0.63,0.3409090909090909,0.0013752005500802201,True
0.64,0.3181818181818182,0.0013752005500802201,True
0.65,0.2727272727272727,0.0013752005500802201,True
0.66,0.2727272727272727,0.0013752005500802201,True
0.67,0.2727272727272727,0.0027504011001604402,True
0.68,0.2727272727272727,0.0027504011001604402,True
0.69,0.25,0.0027504011001604402,True
0.7,0.22727272727272727,0.0027504011001604402,True
0.71,0.22727272727272727,0.0027504011001604402,True
0.72,0.20454545454545456,0.0027504011001604402,True
0.73,0.20454545454545456,0.0027504011001604402,True
0.74,0.20454545454545456,0.0027504011001604402,True
0.75,0.18181818181818182,0.0027504011001604402,True
0.76,0.18181818181818182,0.0027504011001604402,True
0.77,0.18181818181818182,0.0027504011001604402,True
0.78,0.1590909090909091,0.0027504011001604402,True
0.79,0.13636363636363635,0.0013752005500802201,True
0.8,0.13636363636363635,0.0013752005500802201,True
0.81,0.13636363636363635,0.0013752005500802201,True
0.82,0.13636363636363635,0.0,True
0.83,0.13636363636363635,0.0,True
0.84,0.11363636363636363,0.0,True
0.85,0.09090909090909091,0.0,True
0.86,0.06818181818181818,0.0,True
0.87,0.06818181818181818,0.0,True
0.88,0.045454545454545456,0.0,True
0.89,0.045454545454545456,0.0,True
0.9,0.045454545454545456,0.0,True
0.91,0.045454545454545456,0.0,True
0.92,0.022727272727272728,0.0,True
0.93,0.022727272727272728,0.0,True
0.94,0.022727272727272728,0.0,True
0.95,0.0,0.0,True
0.96,0.0,0.0,True
0.97,0.0,0.0,True
0.98,0.0,0.0,True
0.99,0.0,0.0,True
