threshold,event_recall,false_alarm_rate_per_day,far_feasible
0.01,0.11363636363636363,0.38643135457254185,False
0.02,0.22727272727272727,0.48957139582855835,False
0.03,0.3181818181818182,0.42631217052486825,False
0.04,0.36363636363636365,0.4029337611735045,False
0.05,0.36363636363636365,0.3850561540224616,False
0.06,0.36363636363636365,0.3699289479715792,False
0.07,0.38636363636363635,0.356176942470777,False
0.08,0.38636363636363635,0.33692413476965394,False
0.09,0.38636363636363635,0.3149209259683704,False
0.1,0.4318181818181818,0.275040110016044,False
0.11,0.4318181818181818,0.26266330506532204,False
0.12,0.4772727272727273,0.22278248911299567,False
0.13,0.5,0.21728168691267477,False
0.14,0.5227272727272727,0.18840247536099014,True
0.15,0.5454545454545454,0.17327526931010773,True
0.16,0.5227272727272727,0.16364886545954618,True
0.17,0.5227272727272727,0.15264726105890444,True
0.18,0.5227272727272727,0.13476965390786158,True
0.19,0.5909090909090909,0.12789365115746046,True
0.2,0.5909090909090909,0.11826724730689893,True
0.21,0.5227272727272727,0.12651845060738026,True
0.22,0.5454545454545454,0.12514325005730004,True
0.23,0.5681818181818182,0.10589044235617695,True
0.24,0.5681818181818182,0.10176484070593629,True
0.25,0.5909090909090909,0.08526243410497365,True
0.26,0.6136363636363636,0.08663763465505386,True
0.27,0.5909090909090909,0.08388723355489343,True
0.28,0.5909090909090909,0.07838643135457254,True
0.29,0.5909090909090909,0.07426082970433188,True
0.3,0.5681818181818182,0.068760027504011,True
0.31,0.5909090909090909,0.061884024753609906,True
0.32,0.5909090909090909,0.059133623653449464,True
0.33,0.6136363636363636,0.04950721980288792,True
0.34,0.5909090909090909,0.0412560165024066,True
0.35,0.6363636363636364,0.0412560165024066,True
0.36,0.5909090909090909,0.03850561540224616,True
0.37,0.5681818181818182,0.0343800137520055,True
0.38,0.5454545454545454,0.03025441210176484,True
0.39,0.5454545454545454,0.02475360990144396,True
0.4,0.5,0.027504011001604402,True
0.41,0.4772727272727273,0.028879211551684623,True
0.42,0.45454545454545453,0.023378409351363743,True
0.43,0.45454545454545453,0.0206280082512033,True
0.44,0.4772727272727273,0.01650240660096264,True
0.45,0.4772727272727273,0.01512720605088242,True
0.46,0.45454545454545453,0.011001604400641761,True
0.47,0.45454545454545453,0.01237680495072198,True
0.48,0.4318181818181818,0.011001604400641761,True
0.49,0.4318181818181818,0.0055008022003208805,True
0.5,0.4090909090909091,0.0055008022003208805,True
0.51,0.38636363636363635,0.00412560165024066,True
0.52,0.36363636363636365,0.0013752005500802201,True
0.53,0.3181818181818182,0.0,True
0.54,0.3181818181818182,0.0,True
0.55,0.3409090909090909,0.0,True
0.56,0.2727272727272727,0.0,True
0.57,0.29545454545454547,0.0,True
0.58,0.29545454545454547,0.0,True
0.59,0.2727272727272727,0.0,True
0.6,0.2727272727272727,0.0,True
0.61,0.25,0.0,True
0.62,0.25,0.0013752005500802201,True
0.63,0.25,0.0027504011001604402,True
0.64,0.22727272727272727,0.0027504011001604402,True
0.65,0.22727272727272727,0.0013752005500802201,True
0.66,0.20454545454545456,0.0013752005500802201,True
0.67,0.20454545454545456,0.0013752005500802201,True
0.68,0.1590909090909091,0.0013752005500802201,True
0.69,0.1590909090909091,0.0013752005500802201,True
0.7,0.1590909090909091,0.0013752005500802201,True
0.71,0.1590909090909091,0.0027504011001604402,True
0.72,0.1590909090909091,0.0027504011001604402,True
0.73,0.1590909090909091,0.0027504011001604402,True
0.74,0.13636363636363635,0.0013752005500802201,True
0.75,0.11363636363636363,0.0,True
0.76,0.09090909090909091,0.0,True
0.77,0.09090909090909091,0.0,True
0.78,0.09090909090909091,0.0,True
0.79,0.09090909090909091,0.0,True
0.8,0.09090909090909091,0.0,True
0.81,0.09090909090909091,0.0,True
0.82,0.09090909090909091,0.0,True
0.83,0.06818181818181818,0.0,True
0.84,0.06818181818181818,0.0,True
0.85,0.06818181818181818,0.0,True
0.86,0.045454545454545456,0.0,True
0.87,0.045454545454545456,0.0,True
0.88,0.045454545454545456,0.0,True
0.89,0.045454545454545456,0.0,True
0.9,0.022727272727272728,0.0,True
0.91,0.0,0.0,True
0.92,0.0,0.0,True
0.93,0.0,0.0,True
0.94,0.0,0.0,True
0.95,0.0,0.0,True
0.96,0.0,0.0,True
0.97,0.0,0.0,True
0.98,0.0,0.0,True
0.99,0.0,0.0,True
